4.637100e-05,3.125000e-05,4.677000e-05,1.470590e-04,2.479750e-04,1.041330e-03,2.340848e-03,1.839055e-03,8.979150e-04
3.766700e-05,3.032700e-05,3.706400e-05,1.210660e-04,8.289530e-04,1.488191e-03,1.737821e-03,1.439911e-03,1.113957e-03
5.951800e-05,4.236400e-05,5.144200e-05,1.394830e-04,9.021440e-04,1.701799e-03,2.306278e-03,2.121918e-03,1.132400e-03
8.543700e-05,5.732000e-05,5.499100e-05,1.518110e-04,1.402602e-03,1.036124e-03,2.195470e-03,2.583762e-03,1.750726e-03
1.314660e-04,7.872500e-05,6.712500e-05,1.653180e-04,9.065910e-04,1.557920e-03,1.613745e-03,2.114183e-03,1.722187e-03
2.171060e-04,1.239500e-04,8.491500e-05,1.614300e-04,1.497132e-03,1.712634e-03,1.039292e-03,1.502150e-03,1.064803e-03
3.578300e-04,1.892300e-04,1.249880e-04,1.769580e-04,9.043510e-04,2.200649e-03,2.305632e-03,2.672436e-03,1.879212e-03
6.120700e-04,3.238310e-04,1.901180e-04,2.252070e-04,9.366550e-04,1.545284e-03,1.766709e-03,2.152518e-03,1.825290e-03
1.068189e-03,5.608460e-04,3.030320e-04,3.013030e-04,9.066160e-04,1.588782e-03,1.172426e-03,1.509643e-03,1.848038e-03
1.883326e-03,9.725750e-04,5.077510e-04,4.901800e-04,1.074513e-03,2.108970e-03,1.666169e-03,1.966896e-03,1.860257e-03
3.318020e-03,2.534974e-03,1.168195e-03,5.751960e-04,1.112488e-03,1.583279e-03,1.638110e-03,1.482155e-03,1.201389e-03
5.168769e-03,3.482196e-03,1.493040e-03,9.004520e-04,6.880980e-04,1.651922e-03,2.149546e-03,2.286223e-03,1.653852e-03
8.791627e-03,5.234296e-03,3.312745e-03,2.008350e-03,1.595288e-03,1.402138e-03,2.304635e-03,2.004451e-03,1.276685e-03
